"ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","informedConsent","age","studyExit","sex","country","selectionAlcohol","negativeresponsSelectionAlcohol","informationAlcohol","Intention_intend","Intention2willing","Intention3expect","curBeh","Attitude_bad_good","Attitude_unpleasant_pleasant","Attitude_harmful_beneficial","Attitude_boring_interesting","Importancescale_unimportant_important","Importancescale_notessential_essential","Importancescale_notsignificant_significant","information","Injunctivenorm_importantpeople","Injunctivenorm_mostpeopleapprove","Descriptivenorm_closefriends","Descriptivenorm_peoplelikeme","Perceivedcontrol_forme","Perceivedcontrol_reallywantto","Perceivedcontrol_confident","information.1","Selfidentity_rarelythinkabout","SelfidentityRestrainedAlcohol","Selfidentity_kindofperson","Selfidentity_restrainedalcoholimportant","Selfidentity_doingbehaviorimportant","Selfidentity_importantpart","Selfidentity_seemyselfas","Selfidentity_seemyselffollowingthebehaviorguideline","Selfidentity_givingupalcoholdrinking","Selfidentity_restrainedalcoholdrinkingmeansmore","Selfidentity_wrongbehaviormeansmorethanjusttheact","Selfidentity_behaviormeansmoretantheactself","Selfidentity_concernedwithnotdoingthebehaviorenough","Selfidentity_concernedwithdoingtherightbehavior","Selfidentity_wouldfeelatalossgivingupwrongbehavior","information.2","Past_haveused","Past_howoften","VerificationWorkerID","Endscreen","Browser.Meta.Info.Browser","Browser.Meta.Info.Version","Browser.Meta.Info.Operating.System","Browser.Meta.Info.Screen.Resolution","Browser.Meta.Info.Flash.Version","Browser.Meta.Info.Java.Support","Browser.Meta.Info.User.Agent","LocationLatitude","LocationLongitude","LocationAccuracy","NA..2","id","selfIdentitySelected","selfIdentity","attitude","importance","attitudeImportance","perceivedNorms","pbc","intention","pastBehavior","currentBehavior"
"7cce94b7d0b3ee078df76e4c76dba5cb4e4621284a0e7e80b8178f3779b934d8","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","6e2dee6f4d8429e153aa67bf3bb93d0d16fa1c51f2cc668cb4c7da0e38d0faf9","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","8cd87d5ac0acb6ba33eca95a077fe913c29cddc97a4174f4e6e867316daa86e6","f838902d4d29a50d084dcda6f24d224d5eabeb1ab6996e0f9e679ea68f347589","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,2,1,1,NA,1,6,6,6,3,6,6,6,4,6,6,6,1,6,6,7,6,6,6,6,1,5,4,5,4,4,5,5,5,1,4,5,1,3,4,5,1,5,6,"a5f609301663bd7d03f4925f7c7e16ac4694d3055c66f6bca647bc9f773b5ab7","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","065238c2519372d77f700dc21b31675cbb874bbcf094f55af987a69c2ac2aee3","fc2733e62f678c6ae17ad65bc8fd6987c635d4d62af11c6bb5be980373248ba7","9157a2e3fc89e1a6a991e7358b68c8b1199225f1b3841ecc9c3322ebe18b9101","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","473ebc47027d4409fe8a0d589223ef239c1414e64fcc758d1b9da9b9425c95d8","66e19fd166e796bcfb2799ab47a9e4b25d8a9cacfe2973fab20230d47e69d0d8","9b2419c0e9eb6123ff62a2213ec2d93fa91a2099e008c432491b870466676396","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_154",4.75,4.27272727272727,5.5,6,5.71428571428571,6.25,6,6,5.5,3
"1aa0d39ccfa644e4199c66e78130df09421277b0c0c5db392959aa5d97467005","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","1972764a59fd82ce39f2cd7631f689aa5be4df0512d5c6e873a1eb5ff02c74d0","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","3507dc9fe1b92d85fa02dad836bfce3c7e2ed1d5b0be30649db021477895d69e","6cfe0626674316f84b4387ca93abf023be8157d5465ff3573c67889fc874a648","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,23,NA,1,1,1,NA,1,6,2,7,3,4,5,3,4,4,2,4,1,5,6,6,6,6,6,6,1,3,1,6,3,2,6,4,6,5,5,5,4,1,3,6,1,6,7,"cac82da7941e027d6e5b3a86ce6fa6728105c9d62cd85c297632145caa4912dd","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","f376a4809dd4e47f0a5b8afbc760fa35857db7625f13223c62dd955f06b9412a","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","750a190f95573d8467fc5bfba71e34917d9c6a873721456af28892df7a86e880","5ae451ccaa933702f8bddfeb94f9c2878a20a8d9c55d9e54b993788de2436594","4d5d6c90cca37d1fee325b2da8345b1e134f406d0a94bac2e25e9318d5fddb99","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_155",4.75,4.18181818181818,4,3.33333333333333,3.71428571428571,5.75,6,5,6.5,3
"35f31c6ba098a71be39120e631f963bbf2bba6fe386fed74009b2ede9cd938b7","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","015c72184e60a7de4ce89f51af5b79e943c20f2cf2ebba00aaac53393791e0a3","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","b4cd3ca86c0cb5d09e9104b5b03fdc982a4bd3f03e922ff1f8d6f87bee78ea8e","44f2b4319cb23ec0836afaad19ea93a8dc02a7cdde51c60602536b855acbef58","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,26,NA,2,1,1,NA,1,5,5,3,3,4,4,4,4,4,3,3,1,2,2,2,1,5,5,5,1,5,5,3,3,3,2,3,3,4,3,3,2,3,3,5,1,3,2,"742a81156da3eceb13512babd3ca52b60ea0dd366d18d31705b3a7e9c38621a6","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","28816dc2d3b232b12dd8df16ceaff17f4a273f1be9104492a6e43e3c0a9810d4","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","84da790febde85b1ae19552e569e6768c781317b80ab09999c2438944b425b04","1ba4475fc4db51bbd06a0327fa3971b5727bc3a7ee6e1793f20969811fba1dc4","65ee8c3999c4aada88a79b93bb7055577612c15ddc65da045953d9e966eb11d7","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_156",3,3.18181818181818,4,3.33333333333333,3.71428571428571,1.75,5,4.33333333333333,2.5,3
"c52dabe91e563c0482b7bf0804aced99d313942be738c1809f8a668dd41cb82f","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","4a0e1e6a96d8b43de695388662d3ce9d57a7543e58fce832e662797d9c53f5ad","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","a4e9fc115b070290bd212e990565c46947fd9ebfe11cc92363714f3c9538da54","a2cc2fb1696c86ff5af27f22ec4ee622e8d2b00860fb54c867513abd41906644","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,2,1,1,NA,1,6,6,7,6,6,6,2,4,6,6,6,1,7,7,7,6,6,6,6,1,3,3,5,5,5,4,6,5,4,6,5,4,5,6,2,1,6,1,"32c8adb27d070e42179f01f952cd74750a9818f38064e9f12fcbdde4442a7905","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","9c391c14b575efd0f99bcabf9635eaba75fa9b7c78aa0782aa328e7727dce6c8","f376a4809dd4e47f0a5b8afbc760fa35857db7625f13223c62dd955f06b9412a","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","b31af91431434c02dcc5f7ad580a38d4a083dcaa5542472f2a9ef818dce4f73e","c3f1c72b3d93d1706c98982f325121545062b4fafa50e30a0a402c5c99553da3","9b1a349534870ef2df934f6d977334b11fce457b82221f81e2f1ca695ad51e16","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_157",5.5,4.54545454545455,4.5,6,5.14285714285714,6.75,6,6.33333333333333,3.5,6
"0508e774ecde785e0c6087a1819692ffe3b0d457657ae55c47b819cb066e30a5","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","6533e457a0b182db5aeaed930b8ee14acae677a4711da32af7aa2e7a66b837c6","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","a6268fa413e93c5cf7a38681bfd7110e7996f8f3e52f9ff1676a32b36d33ba8f","6eca5983b1e3627decc52b2e45267cd6c57357ddc651eea9c5aac782e4aecbf9","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,2,1,1,NA,1,6,6,6,6,6,4,5,4,5,5,4,1,4,5,6,6,7,7,7,1,1,6,6,4,4,6,6,6,6,4,4,3,5,6,6,1,6,7,"7487ca06cb12be4dcdc8ca3ccbdb412ff0cccc031d7a9f312483d4c7da549e3c","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","9c391c14b575efd0f99bcabf9635eaba75fa9b7c78aa0782aa328e7727dce6c8","1e567a43e96f9fae73cb5adb6e02e8937030ecb7b704cb8a549db7e6bf8ce358","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","b31af91431434c02dcc5f7ad580a38d4a083dcaa5542472f2a9ef818dce4f73e","7841a53e92bdd902413b41936707abbd04cee9c644a1abbc3c82aff3ef7898df","5bf6caedb75c0fa4060d80f32c6f3c13546532183100c66f537c960a39568262","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_158",6,4.81818181818182,4.75,4.66666666666667,4.71428571428571,5.25,7,6,6.5,6
"10ce583b68d03588d9b0b7cc1745d959dfd0214a9d52f4ca61bb6b2b612abd2b","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","359c719f82cbeec43fdb85196028e3a211064f2702042b23aeb81f0eb5ffacb6","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","362d3e36c231531728c234d6451bdcbb0433a1db700c697d766f1e9404311b97","43c8d9454d3d6a547ab31c7b981437f1f4c5a278d5e1d696e8870967e9c20c8a","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,25,NA,2,1,1,NA,1,5,6,6,2,7,7,7,7,7,7,7,1,7,7,3,6,6,6,6,1,6,1,3,2,2,1,2,2,1,2,2,1,2,2,2,1,1,4,"3b54023086bf2036bec7fb913e5a76d40c0ea0ec4009f0b20c0fc1f669ca8900","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","bc3d349a624c5c1bf0bf4ed0b34ca207eecb91802618b08526d9f687e2ab1c09","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","eaaecfbe3997ec327887f9ae252ad218dc6fea7b7e4ca90ef6e9f60be55f2b3b","239e5edd05713ec554e9bdcdd7c42c2c242e786291d3985e014eab4a1be168d9","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","320bd54084373d50ef7d614779851290b0d46d1a80d10e05cb8961af89ff63d7","0bb92066c0b3597a7c36ad8ced47954d756c50bb577ac0d4386be1f9a401ecbb","2335bbdea62326d108f75ee82daeede2eaf7531e0b3fbb09adc5f5bd1f977883","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_159",2.25,2.27272727272727,7,7,7,5.75,6,5.66666666666667,2.5,2
"c978bb6bb55b99ad63d094134afd4cafaee6d62e3d03c04a7263544056703fd2","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","d1edd002ad28cb069c669737ffa57a22bce76587d42198d2421e9c4baaf5e923","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","8d123133f5d89fdaeee9e0816a62c9aea4928b47b8910457b850ead8cc702171","a99912dae8acf839d68f612f548ab076aecc97f9b0adb9d33eac22ef85f57982","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,22,NA,1,1,1,NA,1,6,6,6,2,5,5,5,6,3,4,3,1,7,2,2,6,7,7,7,1,3,3,5,2,5,5,5,5,5,3,5,2,1,2,7,1,7,6,"66e4baae4027c246f476296c3aec89aa6ee0f9f6b031d5e8c4445468f0931f1e","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","065238c2519372d77f700dc21b31675cbb874bbcf094f55af987a69c2ac2aee3","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","f376a4809dd4e47f0a5b8afbc760fa35857db7625f13223c62dd955f06b9412a","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","147c2339dd3baf66f35fc9c83b99acfa80e8a3fbb9cdc721c7905d12faf247b6","e4388ed24367c19c9fddad8a5ddf56d8149436578cb409bd78eb3d6b31d4d1a6","094df6631b5a91f8e6338f0a0d032289aee4d8da461c015cfa72527793f17531","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_160",4.25,4.09090909090909,5.25,3.33333333333333,4.42857142857143,4.25,7,6,6.5,2
"1546aee807789caadc38fcde22f5f92a8bfddb195304950e0e0ba3ff29a52efc","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","708d3e230fd38f3a78e3c6e4856f9826e21b2de5940a457276314048d701d4fc","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","812517562540a4fa83c6268a48bec9faf9faa7c2ac98de70fb58cf0dc8fc0547","fb2f497d12004be084f1ccfceaa4883266e3e482c56cd8c530b823f639c29585","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,23,NA,1,1,1,NA,1,2,2,2,2,4,4,4,4,4,4,4,1,2,4,4,4,7,7,7,1,4,6,2,2,2,3,2,2,3,4,2,2,3,2,3,1,4,4,"d88cd1d3520b062dcef5a5006aa3a83d7035b767675a6db5ac4e39d7a2871175","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","11e3425df825ee5a95902ce1a89a8e09dd9da5f281b318383fbd01a17ecf956b","8f2a5cdde2f7b637d0dec232b8c008919302fb28d9dc4e1b62267ee6581349a1","c314a86e3abecb7b0559a1d2bf0224a44fbc152e0017b0abdd77c4d01f26f2db","9fbc4f7fef3e8adba27c04379cd75e109ab2e3cf868822f51b9b05a9bcdacbe4","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","3acc7b34eb73f3859f4f431d8d517f5afdceaec6302ea589d8cb341b303484d9","f63f4322f5966414d3d4d8ec2bedec0028ea2b2dd4a8f7bbe1d747a1deec6ce6","ea726f8a56bd9c4c48ee2d8f03dab2b7fa521491f8ede962c91587a1511b31d5","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_161",2,2.45454545454545,4,4,4,3.5,7,2,4,2
"d00f1f0ce695c1660e36e618da3ba3846528b24680c4657bfbff59d45a3046ba","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","ddc048bc043551fb6067cc876e63ae668d8ce9ffd4a0c518f7426b7f0488fe14","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","4116a6543ddca1b8db7cd495a081619b4c2e3ed7698c5f267f59455f6e4c97d5","efb06e0452ece26ad7f8d010b9bb0c82074657df6db3fc9ad2bd87c8b0c44848","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,26,NA,1,1,1,NA,1,5,5,5,3,4,5,3,5,3,1,4,1,5,6,5,6,7,7,6,1,4,4,5,4,3,4,5,5,3,4,3,4,3,4,6,1,3,2,"e5f414c9e8cb48c4fa03c735a26260658c829cc354e35b43d57810560bfb7f8c","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","d7bfc2c6b69a4bb3adecd1e4dcb1bc3dd8701be720971c3911f350db63f9cd08","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","84da790febde85b1ae19552e569e6768c781317b80ab09999c2438944b425b04","9c285afba70ad772ffb5b5662ed010f0e0acca8c3e88b3b1d3493d1292f178d0","b4546ba3efa7cb90eca40b1dfb2ed313704095efd46c0e3b5bd5eec46ae5f24b","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_162",4.75,4.18181818181818,4.25,2.66666666666667,3.57142857142857,5.5,6.66666666666667,5,2.5,3
"d3b8a36c61e6cbb72b550a9dbd547f4d6f88cf15923326fec1a5777f066bbdcf","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","f229d4ff8361b649ed4ac472a44dddb515e2fbf021da206a3df85afcded4aa91","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","3ef47dafb6d6f4884f59b7b5c3a82b02086585b5b415dc023d2c579653ef9c8f","65514a7f00010b2ab34ba2621348fbe51ce5ff6a543ca8898ceec0c0fa2a431a","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,25,NA,1,1,1,NA,1,6,6,7,3,5,5,3,4,4,2,2,1,6,7,7,6,6,7,7,1,5,3,5,3,4,3,5,6,6,3,3,5,3,3,7,1,2,5,"8549f70283f00e9707e5fdb717f0a8146271534f199bc0da3b3ee0b3034d8d29","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","065238c2519372d77f700dc21b31675cbb874bbcf094f55af987a69c2ac2aee3","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","eaaecfbe3997ec327887f9ae252ad218dc6fea7b7e4ca90ef6e9f60be55f2b3b","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","147c2339dd3baf66f35fc9c83b99acfa80e8a3fbb9cdc721c7905d12faf247b6","c0254cc67167e8c7ede9bbd816a75bdfa87cfaf57e2b507b6baeba7a1d6873d3","026f8072996fa64a341c1c90326f9f06d7fd199982070f38de5e1b61cd9ce430","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_163",4.75,4.45454545454545,4.25,2.66666666666667,3.57142857142857,6.5,6.66666666666667,6.33333333333333,3.5,3
"fe349c96351e247429aaeb9313e802875b30ffd85ca26aafb25ded432dfb8475","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","8337ac82898c1726b0a99850e7fa00f929bb01fc00437357a9aafe92bc70121c","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","2fd932bcb054f163096c602b84663dde7780e8d0c6c0852c0afa1ed596f10261","e42875a4449be4bd8d3050cc2b5b1fb547dadbc0999f7006a409a5c1142fec6d","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,1,1,1,NA,1,1,1,1,2,1,1,4,1,4,4,1,1,5,5,3,1,7,7,7,1,7,1,1,4,1,0,4,1,0,4,4,3,1,1,1,1,1,2,"4effdb06a2757dc336c3bfe3c0e5aec6bbe5e30133537ade5e0768ab4dc49b0a","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","f376a4809dd4e47f0a5b8afbc760fa35857db7625f13223c62dd955f06b9412a","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","84da790febde85b1ae19552e569e6768c781317b80ab09999c2438944b425b04","33194c9effd7162706731a074ad757174a1f134f1652c061bb47f7b9897440e7","1d8f8dd89a06ecda6764a84b59e57459a7eb57180f61a6310057a5af4b5c8767","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_164",1.75,2.18181818181818,1.75,3,2.28571428571429,3.5,7,1,1.5,2
