"ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","Informed.Consent...This.questionnaire.is.from.Maastricht.University.and.is.a.study...about.drinking.a...","What.is.your.age.","You.are.directed.here.because.you....indicated.that.you.are.aged.above.26.years.of.age..As.we....expl...","What.is.your.sex.","Which.country.do.you.come.from.","Do.you.drink.alcohol.","You.are.not.able.to...fill.in.this.questionnaire..because.all.behavior.is.about.drinking...alcohol..T...","All...behavior.is.about.moderate.alcohol.drinking.Moderate...drinking.is.no.more.than.1.to.2.drinks.o...","I.intend.to.drink.no.more.than.1.to.2.drinks.of.alcohol.a...day.","I.am.willing.to.drink.no.more.than.1.to.2.drinks.of.alcohol.a...day.","I.expect.to.drink.no.more.than.1.to.2.drinks.of.alcohol.a...day.","When.you.drink.alcohol..how.often.do.you.drink.no.more.than.1.to.2...drinks.","My.drinking.no.more.than.1.to.2.drinks.of.alcohol.a.day...is....Bad.Good","My.drinking.no.more.than.1.to.2.drinks.of.alcohol.a.day...is....Unpleasant.Pleasant","My.drinking.no.more.than.1.to.2.drinks.of.alcohol.a.day...is....Harmful.Beneficial","My.drinking.no.more.than.1.to.2.drinks.of.alcohol.a.day...is....Boring.Interesting","My.drinking.no.more.than.1.to.2.drinks.of.alcohol.a.day...is....Unimportant.Important","My.drinking.no.more.than.1.to.2.drinks.of.alcohol.a.day...is....Not.essential.Essential","My.drinking.no.more.than.1.to.2.drinks.of.alcohol.a.day...is....Not.significant.Significant","All...behavior.is.about.moderate.alcohol.drinking.Moderate...drinking.is.no.more.thanÂ.1.to.2.drinks.o...","Most.people.who.are.important.to.me.think.that.I.should.drink.no...more.than.1.to.2.drinks.of.alcoh...","Please.indicate.your.answer.by.sliding.the.bar.for.each...question...Most.people.whose.opinion.I.value.would.approve.of.my.drinking.no.more.than.1.to.2.drinks.of.alcohol.a.day.","Please.indicate.your.answer.by.sliding.the.bar.for.each...question...My.close.friends.will.drink.no.more.than.1.to.2.drinks.of.alcohol.a.day.","Most.people.like.me.will.drinking.no.more.than.1.to.2.drinks.of...alcohol.a.day.","For.me.drinking.no.more.than.1.to.2.drinks.of.alcohol.a.day.is...under.my.control.","If.I.really.wanted.to..I.could.drink.no.more.than.1.to.2.drinks.of...alcohol.a.day.","I.am.confident.that.I.can.drink.no.more.than.1.to.2.drinks.of...alcohol.a.day.if.I.wanted.to.","All...behavior.is.about.moderate.alcohol.drinking.Moderate...drinking.is.no.more.than.1.to.2.drinks.o....1","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....Drinking.alcohol.is.something.I.rarely.even.think.about.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....Restrained.alcohol.drinking.is.something.I.rarely.even.think.about.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....I.am.the.kind.of.person.who.drinks.no.more.than.1.to.2.drinks.of.alcohol.a.day.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....Restrained.alcohol.drinking.is.an.important.part.of.who.I.am.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....Drinking.no.more.than.1.to.2.drinks.of.alcohol.a.day.is.an.important.part.of.who.I.am.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....Drinking.alcohol.is.an.important.part.of.who.I.am.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....I.see.myself.as.a.restrained.alcohol.drinker.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....I.see.myself.as.someone.who.will.drink.no.more.than.1.to.2.drinks.of.alcohol.a.day.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....I.would.feel.at.a.loss.if.I.were.forced.to.give.up.drinking.alcohol.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....For.me..restrained.alcohol.drinking.means.more.than.just.the.act.itself.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....For.me..unrestrained.alcohol.drinking.means.more.than.just.the.act.in.itself.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....For.me..drinking.alcohol.means.more.than.just.the.act.itself.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....I.see.myself.as.someone.who.is.concerned.about.drinking.too.much.","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....I.see.myself.as.someone.who.is.concerned.with.drinking.no.more.than.2.glasses.of.alcohol.a.day..","Read.the.following.questions....carefully........Please.indicate.your.answer.by.sliding.the.bar.for.eac....I.would.feel.at.a.loss.if.I.were.forced.to.give.up.unrestrained.alcohol.drinking.","All...behavior.is.about.moderate.alcohol.drinking.Moderate...drinking.is.no.more.thanÂ.1.to.2.drinks.o....1","I.have.drunk.no.more.than.1.to.2.drinks.of.alcohol.a.day.in.the...past.6.months.","In.the.past.6.months..how.often.have.you.drunk.no.more.than.1.to.2...drinks.of.alcohol.a.day.","Please.enter.you.worker.ID.here.","End.of.the....studyIf.you.would.like.to.know.more....about.the.specific.research.questions.hypotheses...","Browser.Meta.Info.Browser","Browser.Meta.Info.Version","Browser.Meta.Info.Operating.System","Browser.Meta.Info.Screen.Resolution","Browser.Meta.Info.Flash.Version","Browser.Meta.Info.Java.Support","Browser.Meta.Info.User.Agent","LocationLatitude","LocationLongitude","LocationAccuracy","X"
"75582ba447256ac812bb637ef87f730266fa507a9140bd9a2c2c8dad2a2fa164","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","51a8e3de7747d52d4ae6259294c625a0d970b164eb02aaaceeeb566ff0d41df7","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","89954b5beb052a5a3a2d37afae7d9a2a5272bf41be72b870c0068f6100399997","204c5c6fbea9d460b46cfcf449742f8420ebb583b4fcf4b139cd4f1f2d86752e","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,2,2,9,NA,1,24,47,18,14,5,7,4,6,4,4,4,1,45,6,5,20,26,12,5,1,5,5,4,3,5,3,3,5,5,3,5,2,5,5,4,1,6,32,"1cdac7aecbdad25924f7173c6e00e30bf2a61d334c34a9c7e9b9ecfa15c1c603","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","e82a28f186c987d4b885ac04ee44f0c947371c2fc688fc454467eef053a2681e","e27fb5164dc3e1afdfd6ae0d9b6c27e66973d2d2bf148ba9044627b52c5be7f2","fc2733e62f678c6ae17ad65bc8fd6987c635d4d62af11c6bb5be980373248ba7","74503fcc81bf852878003f29f7aa1d5ad0e31dba341bb20c0a6fb46e7f91e1e2","239e5edd05713ec554e9bdcdd7c42c2c242e786291d3985e014eab4a1be168d9","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","06ef3f8dc0455c4d46cea33bbb302687c75d88a445592d371f4a7787074ae689","4a7458ea3ef630cbeacf6697aeda80073acb049e9e2295415f2efafaea44c665","2ec417baa80cf2e2588506ccebbe5b05d24b6ac48d0b32ac0f44010e04799c1f","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA
"6077161cd5e12f4905d1f31b62cd1b1b2284877d79f5115d5335c232f853b108","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","e53a333b902444e1842f403bbb0faca0e7f6251410344bb8de35ba1f7f16144e","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","afa769fd540b41b8f3abfa0260a916ad405bd82eafa433d226f46c6655ac42f0","1bd7553b7fa0eaad11a4a508532b438376a392d857dd115e9cba72e81a12eaef","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,25,NA,1,2,9,NA,1,24,47,18,12,4,5,3,6,4,3,4,1,43,4,4,19,27,12,5,1,3,5,5,5,4,3,5,5,5,5,4,4,3,5,4,1,5,31,"bb3e1edb34dff8380c0a63cddb5e9c04789cc0813cd7c6eddd4b4902829713a4","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","065238c2519372d77f700dc21b31675cbb874bbcf094f55af987a69c2ac2aee3","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","79c1d81e2ba61c1a0f82e3581340b438b55bf2d24b87772d298fbc99de4204bf","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","d25c0ef0b5429046e72f3e882c27e2743f7ce1a93727305d5a5e462410bfc95a","1c9d954f017a501ad0720b8c5a8e0ce4e757d4784d1f6a0adf4ca0336239eba5","b35c931f301a15aa6100790760eded1fcf3e3359c89aded0f3946be3c1449c60","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA
"d8ac3c03fb3b477860d57dcf11bc705daf94cadd474d10865f3fcc2702176cee","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","85beed112d225a2a08942dc958b2cb022d5a52641a7c7e03d3a2273c958fc2aa","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","4cfd23529f22f8f9c309cd1fc0cab1310a67375a9dbfa0a6da60c5830046b763","fa4f017358b504bf97f5fe93832fc670c1e344cc4b004add2431efdfffe1c0a6","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,25,NA,1,2,9,NA,1,23,47,17,11,6,3,4,5,5,5,5,1,44,6,6,19,25,11,6,1,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,1,5,31,"45f7e11f1eeb7a27916d447bdc62fa3e83cb15642a21e46d8c8e5dece4c0403f","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","e82a28f186c987d4b885ac04ee44f0c947371c2fc688fc454467eef053a2681e","e27fb5164dc3e1afdfd6ae0d9b6c27e66973d2d2bf148ba9044627b52c5be7f2","fc2733e62f678c6ae17ad65bc8fd6987c635d4d62af11c6bb5be980373248ba7","28816dc2d3b232b12dd8df16ceaff17f4a273f1be9104492a6e43e3c0a9810d4","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","06ef3f8dc0455c4d46cea33bbb302687c75d88a445592d371f4a7787074ae689","1c9d954f017a501ad0720b8c5a8e0ce4e757d4784d1f6a0adf4ca0336239eba5","b35c931f301a15aa6100790760eded1fcf3e3359c89aded0f3946be3c1449c60","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA
"264fcbc22d5dc1b14551c78555bd89bf2631c6942323afb35103a9309e7640c2","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","86dcbf7995d92530ae660a0c558acd5c7befde6d33fa6486c4080e7e401dc4b6","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","2ca276a1d2eeedd3e288288c6624b9380cfff26bb20062a8befb8f51f5a86b3a","edb84730f8007b0ad5213c3d7595168dda42ff047dd52e46623d6c1eaeb5170e","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,23,NA,1,2,9,NA,1,22,46,17,11,4,5,3,5,4,4,4,1,42,5,4,18,25,10,4,1,5,4,5,5,4,4,5,5,3,6,3,4,4,3,3,1,5,30,"d460dfaec110994fb816ce80c94217831b0cb70e49709cfe219c222d72b093a7","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","a2ee09e5e47de6ea34053745b65b902a0824d25f5a7d453b3089c68832d7825c","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","1e567a43e96f9fae73cb5adb6e02e8937030ecb7b704cb8a549db7e6bf8ce358","239e5edd05713ec554e9bdcdd7c42c2c242e786291d3985e014eab4a1be168d9","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","783bdf4742185bde00cf8a11a86312724a6442c162d79f881b0e4ef74e1bad00","efbf5ef31e5e9cbf8c3b43abf23bf7c94930f2ceff77fd23675d359a5b3b3662","7cf6704249032a48f955a63b0be2774920722b4ff884535eb3b7a1c298bf0a79","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA
"742a985d2c00016da0608fcdbdf54f5e6f8dc89df69930dbdeb008e217f28ca9","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","cf52236cd9a2f75ddddbd78f225a06ebe18333f878fc48b3bc65e4739356495b","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","6026a1d0b4439857c5551286ccdf7dc089b131b4a8472bd37efb84c3de439aca","eb72f8a6d62a5cd68b23b70d1c1cbf60f83b49a4e5bc5798dd517d2b665467b5","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,1,2,9,NA,1,25,27,16,15,4,5,4,6,3,2,2,1,41,5,1,16,27,14,7,1,3,5,2,3,2,6,5,3,5,3,3,2,5,6,7,1,2,31,"bce5fec00c61051bc2901db6d95b34a83c08755fa74143b945e649ec2b134400","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","51e770b4472c9f845055f5731dcdd468c145f3ea091934b463780a8b90e7d70d","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","1e567a43e96f9fae73cb5adb6e02e8937030ecb7b704cb8a549db7e6bf8ce358","b2a9b12fb5fe4b85064386aea48c034978f6d8adfd8c12901ea6eb409dde2885","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","161ddcf51396d0954beafc9faee7544b67ceba23abbbd648e14d0ec39cc5ea19","18b84766c7c2698645a6fd14a84993bd152b8711aa3dfa0c64a5785e7cfe89be","d1cd00ce3a3ec67a31671f1ff62d4e1b56462af59b5a00f9c2233b9b6238fc2a","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA
"dcb3a303bfd8ac55c117b56338f1ea3520c12ff21edc2a12017bb5708b8fc507","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","13fe0601b360ffb1cc72b35b2e83305fb375ad7675ae21d94c99414c4f00593f","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","6a6df03e20b01c39f13a0d1a7dd90b806dfec7d30a093068cf1e9926136cac09","ea13c212acd9b89fb0a25c3e632f5bc7dc7f37ecb02a9d918eb81de112dd8443","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,19,NA,2,2,9,NA,1,24,27,18,14,7,6,7,7,7,7,7,1,45,6,7,20,27,13,5,1,6,7,5,7,6,6,7,7,7,6,6,5,7,6,5,1,6,34,"533db8eb16b3c770ffef7cba72d4abb3e86e031e01e5aa4985ac0247de72a75c","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","a57cb343abf69818390e2d980b9159ca1258de3a325e6c0df22cf1cab248ed74","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","01a056397c2232d3fa77a655886e249decf588e1fc853617150dcfe555bd8e52","b2a9b12fb5fe4b85064386aea48c034978f6d8adfd8c12901ea6eb409dde2885","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","a999d8885090ccb5b739308288ff77fa051d0de3d818aa3b249e9cf88702a7de","a2dfb994da684b2deeb3754470dd324e127ab4147c2474429dd5205303d1ff25","52174bbb920ca5b39d87d8326e5907e491254471f8c2268ce8d21f1b36a311e4","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA
"65a31af99d0ed5ecb56d633bdde34ea2d0b889fa57ee0992b7d420cc880c376a","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","763070565973fee13a15b795a060b293b7f57208102a98c7976b595aae4fa684","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","951e96b3cbf39958455a745213b754c7b16012d1fd5942d21469ea185eccaded","49cdcb551fbdeac4d735feb2efb5670352652f9d2464a379ec9d6d9e4cb7201b","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,26,NA,2,2,9,NA,1,25,27,19,14,7,7,7,7,7,7,7,1,44,6,7,17,27,13,5,1,3,6,5,3,6,3,5,6,6,6,6,6,6,6,5,1,2,29,"dcf66421f0ab26a94b619f6927dec5313a72a1180813c518bad336b40d9f8369","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","e82a28f186c987d4b885ac04ee44f0c947371c2fc688fc454467eef053a2681e","e27fb5164dc3e1afdfd6ae0d9b6c27e66973d2d2bf148ba9044627b52c5be7f2","4933d006afe8893125bcca05454d8c6771b8fa2b2d496e1573d94a55484ad508","74503fcc81bf852878003f29f7aa1d5ad0e31dba341bb20c0a6fb46e7f91e1e2","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","2925d2a98081f30206062c619f031647fb841bfdfe8bcf2bbcb8563df1295381","d363699b1fc6787483152c75a086e2eb04c950e355ae6ebdab889583c5d5cb2b","19b413ad88750ed29dd8baf6dcc0ee88d385dc247cea46dbca6e486b22dace08","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA
"a619a4aaed3ab1be84b816719817a6951a4e0c5a6731b415ad0ebf760a2341d7","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","2763dff53df0d9c5f9af66d994f067691dd29b9d1976785de12dd12adfd22864","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","02511d22fc3a3fb3c87d885d96feea40803bd4f1672bff58d728e2bd86c2dcbd","b7f539114ef9934e5b48de3991c938daa16b3ee68310fbde961bd701fa3e7fe0","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,25,NA,2,2,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9a4ebd4143ca24c5958a1dbded06e024eb21e8ca5b67f0366d46f28fd0468954","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","9a4ebd4143ca24c5958a1dbded06e024eb21e8ca5b67f0366d46f28fd0468954","9a4ebd4143ca24c5958a1dbded06e024eb21e8ca5b67f0366d46f28fd0468954","9a4ebd4143ca24c5958a1dbded06e024eb21e8ca5b67f0366d46f28fd0468954","9a4ebd4143ca24c5958a1dbded06e024eb21e8ca5b67f0366d46f28fd0468954","9a4ebd4143ca24c5958a1dbded06e024eb21e8ca5b67f0366d46f28fd0468954","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","9a4ebd4143ca24c5958a1dbded06e024eb21e8ca5b67f0366d46f28fd0468954","4711f5dda19b39470409b17e6b7e7f35f7db5c59b3300fb48db866619fd1997b","c0efb739be7b455e9afaff46c282e2cf7517314231a64f8fea13d65cf98bfd43","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA
"7828d7e8c69db9c9ba12664d28c89fde818a0a33cd49c3b2f769ee1c8353b3d3","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","13fe0601b360ffb1cc72b35b2e83305fb375ad7675ae21d94c99414c4f00593f","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","24b3e2df6ed3ddc0c25d543d37e46db4174f76a00978eb11ad72394feecd36da","fa413f731e7091bc57807624a323d83104ab762cc0a7daa74ebdca65f17f2359","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,1,2,9,NA,1,24,27,20,15,6,7,7,6,7,7,7,1,45,7,8,20,27,14,7,1,5,6,6,7,7,7,7,6,6,5,6,5,5,5,6,1,6,34,"955604a4145e30c7033219f201682009426d2c5268ca050a32b4bab4131100e1","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","e82a28f186c987d4b885ac04ee44f0c947371c2fc688fc454467eef053a2681e","e27fb5164dc3e1afdfd6ae0d9b6c27e66973d2d2bf148ba9044627b52c5be7f2","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","01a056397c2232d3fa77a655886e249decf588e1fc853617150dcfe555bd8e52","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","a43757e9b5254d9bce2e4f884187ab929f5972714190e1a872bdb52789fcb1fd","a2dfb994da684b2deeb3754470dd324e127ab4147c2474429dd5205303d1ff25","52174bbb920ca5b39d87d8326e5907e491254471f8c2268ce8d21f1b36a311e4","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA
"a0a72c017d44eab606aa0a17519689914e513c2b408cc745edb35c70689f9cf9","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","13fe0601b360ffb1cc72b35b2e83305fb375ad7675ae21d94c99414c4f00593f","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","323a5e69a18f346b2dc99054ad283e70204d71b4d6eee972cde881666a7a4185","b18d02017c0cb3b14b7644c70041f4bbc469c3f413eed44037fa76a633368b4d","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,19,NA,2,2,9,NA,1,24,27,20,16,7,6,7,6,7,7,7,1,45,6,7,20,27,14,7,1,5,6,7,6,5,6,6,6,7,6,6,7,7,5,7,1,6,34,"708beb8f6f099643b8daad1e46bdc6cd2bd1aa0efe7a6e8ae7ad7e4461a10240","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","065238c2519372d77f700dc21b31675cbb874bbcf094f55af987a69c2ac2aee3","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","01a056397c2232d3fa77a655886e249decf588e1fc853617150dcfe555bd8e52","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","d25c0ef0b5429046e72f3e882c27e2743f7ce1a93727305d5a5e462410bfc95a","a2dfb994da684b2deeb3754470dd324e127ab4147c2474429dd5205303d1ff25","52174bbb920ca5b39d87d8326e5907e491254471f8c2268ce8d21f1b36a311e4","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA
